,Date,Place,Address,City,State,County,Neighborhood,category,Note ,Score,anything special,alcohol,smoking,eat in,bathroom,parking,cash only,sizes,cost,roll,who's,roll s,meat ,meat s,cheese,cheese s,extras,extras s,overall,overall s,SCORE,Unnamed: 31,Instagram,YouTube,location,geo,latitude,longitude
752,12/30/2020,Cinder Bar,119 Berkley Rd,Clarksboro,NJ,Gloucester county,,Bar/restaurant,A day of beer and cheesesteaks with Amigo Dan started Cinder Bar. There are two Cinder Bars. We went to the one in Clarksboro. The good news is we really liked the Short Rib Cheesesteak sandwich. The bad news is we stayed too long and I tried too hard to summon my inner John Cohl and combine menu items. We got the short rib cheesesteak. It was very good. The meat was very tender and juicy. The caramelized onions added great flavor. The fontina cheese and truffle aioli were great complementary players. The roll was not a traditional cheesesteak roll. It was perfect for this cheesesteak considering this was not a traditional cheesesteak. It was $16 and came with french fries. If I was on a date I guess the $16 wasn’t bad but for any other occasion I think I would go with something else. Maybe the Lobster roll of cinder Calzone.,90,,yes,no,yes,yes,yes,no,1,$16 short rib CS w/fries,not traditional but very good,?,18,"very flavorful and juicy, needed more",18,very tasty cheese and decent melt,18,truffle aioli was very tasty and nice flavor,18,we liked Cinder bar and will back to try other food but I thought $16 was a touch steep. ,18,90,,,,"119 Berkley Rd, Clarksboro NJ","119 Berkley Rd, Clarksboro, New Jersey 08020, United States",39.8197,-75.23565
753,12/30/2020,Merryman's Pub,106 S Broadway ,Pitman,NJ,Gloucester county,,Bar/restaurant,A day for drinking and cheesesteaks continued at Merryman’s Pub. We were very happy to find Merryman’s Pub. Everyone was great starting with the nice lady that answered the phone. We were really impressed with all of the different drinks the bartender was making. The cheesesteak came with very good french fries. The cheesesteak was disappointing. The roll was good enough. The meat was on the dry side. The menu says it comes with NY American Cheese. NY American cheese is very runny and could be wiz. The big chunks of onion added flavor.,83,,yes,no,yes,yes,no,no,1,$15 came w/really good fries,traditionalish,?,17,meat was bland,15,runny,15,big chunks of onions added flavor,18,loved everyone that worked there.  $15 is very high,18,83,,,,"106 S Broadway , Pitman NJ","106 South Broadway, Pitman, New Jersey 08071, United States",39.731529,-75.13011
754,12/30/2020,Goodfellas NY italian Deli,408 Delsea Dr,Glassboro,NJ,Gloucester county,,Deli/sandwich shop,"A day for drinking and cheesesteaks ended taking our Goodfella’s Cheesesteak to Wilmington Brew Works. I saw Cheesesteak Italiano on the menu. It is an Italian Deli. The young lady on the phone was wonderful. Long story short, way too much garlic in the broccoli rabe. The cheesesteak traveled pretty well.",87,,no,no,no,?,yes'ish in back,no,1,$9.50,traditional,?,18,meat was dry,17,cheese was okay,18,way too much garlic,16,with out the garlic it may have been okay.  ,18,87,,,,"408 Delsea Dr, Glassboro NJ","408 Delsea Dr N, Glassboro, New Jersey 08028, United States",39.71245,-75.11083
755,1/1/2021,La Casa del Sandwich,1010 E Rockland St,Philadelphia,PA,Philadelphia County,north Philly,Sandwich shop,"I got my cheesesteak with everything. I had a trunk picnic on Rockland Rd. The cheesesteak came on a Cuban roll that was toasted. This was a big fat sandwich for $8. It was real steak. It was more shredded/mangled/chopped than traditional cheesesteak chopped meat. It was very good. I am not 100% sure what ‘everything’ was but it added a lot of flavor. Cheese, the cheese was the weak link. I had to watch my video to see if it had cheese. More cheese and this is a top cheesesteak.",90,,no,no,yes,yes,no,yes,1,$8.00,cuban and I liked it,?,18,good real steak,18,needed more cheese,17,i got everything. everything added a lot of flavor,18,big sandwich tasty sandwich for $8.,19,90,,,,"1010 E Rockland St, Philadelphia PA","1010 East Rockland Street, Philadelphia, Pennsylvania 19120, United States",40.023632,-75.115944
756,1/5/2021,KC's Pizza,784 S Old Baltimore Pike,Newark,DE,New Castle County,,pizza shop,"I got a Pizza Steak with Pepperoni. The pizzas looked good so it seemed like the thing to do. my cheesesteak with everything. $8 for small $10 for large, large was no brainer. $1 extra for the pepperoni. It was cold outside so I had a car picnic. It was a good pizza shop cheesesteak. Traditional roll with a little toast for melting the cheese. Meat had a decent flavor. The sauce was all the way on top. I was not a fan of that. Decent cheese melt but probably could have used more cheese.",88,,no,no,yes,yes,yes,no,2,$10 large,traditional,?,18,decent amount of good tasting meat,18,could have used more,17,sauce on top no no,17,good pizza shop cheesesteak,18,88,,,,"784 S Old Baltimore Pike, Newark DE","784 Old Baltimore Pike, Newark, Delaware 19702, United States",39.64343,-75.723614
757,1/6/2021,Little Italy Pizza & Trattoria,342 Queen St,Philadelphia,PA,Philadelphia County,South Philly,Pizza shop,"A very cold first wednesday in January. I got the Special Cheesesteak. It came with fried onions, mushrooms and peppers. It was good but it had a bit too much oil on it. The oil kept it hot and made the peppers soft, two good things but a bit too much oil. In photos you can see cheese melted on top. You can also see it needs more cheese. Traditional roll that held up well to the oil.",87,,no,no,yes,prob,no,10% disc for cash,1,$10.50,traditional roll that held up to a lot of oil,?,18,decent amount of good meat 18,18,needed a lot more cheese,16,onions and peppers blended nicely together.  ,18,a touch too much oil.  the oil helped in some regards but jsut a little toom much,17,87,,,,"342 Queen St, Philadelphia PA","342 West Queen Lane, Philadelphia, Pennsylvania 19144, United States",40.025583,-75.174731
758,1/8/2021,Teikuko japanese and thai Cuisine,5492 West chester Pike,Newtown Square,PA,Delaware County,,Bar/restaurant,"A day of drinking and cheesesteaks with Amigo Dan started at Teikoku. I was very excited because they have a Kobe Beef cheesesteak. This was a very good sandwich but not so much a cheesesteak. The roll was below average. The beef was buried under cheese, mushrooms and other flavorful stuff. The cheese and other stuff mixture was very very good.",86,,yes,no,yes,yes,yes,no,1,$15 came w/ onion rings,standard roll,?,16,good kobe beef that kind of got lost,17,good amount of good cheese,18,extras added a ton of flavor and taste but oveer powered the beef,18,very good sandwich but not a good cheesesteak,17,86,,,,"5492 West chester Pike, Newtown Square PA","5492 West Chester Pike, Newtown Square, Pennsylvania 19073, United States",39.96372,-75.49068
759,1/8/2021,Brick & Brew,26 W State St,Media,PA,Delaware County,,Bar/restaurant,"Really good stuff plus really good stuff plus more really good stuff on a big roll does NOT always equal a very good cheesesteak. We really liked Brick & Brew. Gina was fantastic. The roll was far too big for this cheesesteak. Minimally scoop most of the bread out of it. The charred vidalia onion, sauteed spinach and tomato jam were fantastic and probably worked together but I think it was just too many flavors.",86,,yes,no,yes,yes,no,no,1,$16.50,Traditional seeded roll but far too big and bready for this CS,?,16,pretty good meat that got mostly lost in everything else,17,pretty good cheese,18,very very tasty but too many tastes,18,lot of very good things that did not equal a good cheesesteak ,17,86,,,,"26 W State St, Media PA","26 W State St, Media, Pennsylvania 19063, United States",39.91751,-75.38793
760,1/8/2021,Santino's Tap & Table,701 MacDade Blvd,Folsom,PA,Delaware County,,Bar/restaurant,"This was a very good bar cheesesteak. If you are going to melt the cheese on top I hope you use a lot of cheese. Santino’s melted a lot of cheese on top of this cheesesteak. We got the ‘Steve Special.’ Pepperoni, hot peppers and sauce are the only ingredients I am certain where in this cheesesteak. Everything was mixed very well together. More importantly, everything worked very well together. Amigo Dan had a roll blow out.",90,,yes,no,yes,yes,yes,no,1,$12 w/very good fries,good traditional roll but a blow out from the sauce,?,17,"good meat, could have been more",19,good amount of cheese melted on top,18,extras added a lot of very good flavor w/out overpowering,18,very good bar cheesesteak and only $12,18,90,,,,"701 MacDade Blvd, Folsom PA","701 Macdade Boulevard, Folsom, Pennsylvania 19033, United States",39.882144,-75.338338
761,1/8/2021,Adam's Rib & Grill,2707 Philadelphia Pike,Claymont,DE,New Castle County,,Bar B Que,"I highly recommend supporting these two small very new businesses. Both are owned and operated by good, hard-working customer service oriented people. A day of drinking and cheesesteaks with Amigo Dan ended with a Adams’ Rib & Grille brisket sandwich taken to Hangman brewing. I highly recommend Adams’ brisket (not a sandwich so much) and cheesecake. At Hangman’s I got the daily draft special. This day it was a dark porter, very yummy.",88,,no,no,no,no,yes'ish,no,1,$8.95,poss store bought,?,15,delicious,20,store bought,15,nice sauce,18,very nice people.  amazing cheese cake,20,88,,,,"2707 Philadelphia Pike, Claymont DE","2707 Philadelphia Pike, Claymont, Delaware 19703, United States",39.795283,-75.467729
762,1/10/2021,Oven Brothers,234 Veterans Way,Warminster,PA,Bucks County,,pizza shop,I am glad I got out of my recliner and went to Oven Brothers. I scored it high 92/100. Prob could have been higher. The roll was doughy. I really like doughy rolls. The meat was very tasty. Big thick pieces of meat. The fried onions and mushrooms spent time together on the grill and blended their flavors together nicely. I got whiz. I am not usually a whiz guy but this whiz worked well with this cheesesteak.,92,,no,no,yes,yes,yes,no,2,$9.35 large,"Very good doughy roll.  not dense, doughy",?,18,thick slice meat very tasty,18,good amount of nicely mixed in wiz,18,"nice big chunks of onions and mushrooms, they spent time together and blended flavors well",19,i love this place. ,19,92,,,,"234 Veterans Way, Warminster PA","234 Veteran's Way, Warminster, Pennsylvania 18974, United States",40.195985,-75.078519
763,1/10/2021,Graeme Park Pizza & Cafe,801 County Line Rd,Horsham,PA,Montgomery County,,Pizza shop,"I loved everything about Graeme Park Pizza & Cafe including the people and separate dining room complete with playoff football TV. I got the Special Cheesesteak. It was pretty, tasty, light and airy. The fried onions, mushrooms, roasted peppers and sauce were blended together wonderfully and added great flavor. The light roll held up nicely. A touch more meat and more complete cheese melt and this is a top tier cheesesteak.",89,,no,no,yes,yes,yes,no,1,8.95 CS special,very good light and airy roll,?,18,"good meat, complementary player",18,a better cheese melt and this is a top CS,17,extras worked very well together,18,"very nice people, nice place with seperate dining room",18,89,,,,"801 County Line Rd, Horsham PA","801 County Line Road, Horsham, Pennsylvania 19044, United States",40.212689,-75.14169
764,1/10/2021,Philly Cheesesteaks,676 Lancaster ave,Berwyn,PA,chester County,,sandwich shop,"Once you get past the name, this is a very well made cheesesteak. The grill person knows what they are doing. Thicker slices of meat so you can really taste it. Good amount of cheese melted nicely and touching everything. Sauce had a great mix. The Roll, no blow out but that is because nothing was getting through this roll. Please get a new roll. Top, top, top, top cheesesteak with different roll.",90,,no,no,no,no,yes'ish,no,1,$10.99 Pizza steak,roll killed this CS.  dense and flavorless,?,16,"good meat, thicker slice.  good amount",18,very good amount and melt of cheese,19,sauce was mixed through very well and tasty,19,new roll and this is a top cheesesteak.,18,90,,,,"676 Lancaster ave, Berwyn PA","676 East Lancaster Avenue, Berwyn, Pennsylvania 19312, United States",40.047233,-75.442505
765,1/13/2021,Pallante's Italian Deli,130 Almhouse Rd,Richboro,PA,Bucks County,,deli,High quality cheesesteak. I went off the menu and got a cheesesteak with broccoli rabe and sharp provolone. I may stop doing this. The broccoli rabe and sharp provolone added great flavor to this cheesesteak. They do make their own broccoli rabe. Guest eater Dan got a Cheesesteak with fried onions and american cheese. I missed out on their american cheese melting ability. Nice roll.,90,,no,no,no,no,yes,no,1,$10.75 special CS,nice quality roll,aversa,18,good amount and chop of meat,18,good amount and flavor of cheese,18,good broccoli rabe.  ,18,very nice people and quality place,18,90,,,,"130 Almhouse Rd, Richboro PA","130 Almshouse Road, Richboro, Pennsylvania 18954, United States",40.215479,-75.015013
